	b170D	b170F	b170I	b4859D	b4859F	b4859I	b689D	b689F	b689I	b8808D	b8808F	b8808I	b8826D	b8826F	b8826I	b8827D	b8827F	b8827I	b9366D	b9366F	b9366I	b9377D	b9377F	b9377I	b9382D	b9382F	b9382I	b9393D	b9393F	b9393I	nb170D	nb170F	nb170I	nb4859D	nb4859F	nb4859I	nb689D	nb689F	nb689I	nb8808D	nb8808F	nb8808I	nb8826D	nb8826F	nb8826I	nb8827D	nb8827F	nb8827I	nb9366D	nb9366F	nb9366I	nb9377D	nb9377F	nb9377I	nb9382D	nb9382F	nb9382I	nb9393D	nb9393F	nb9393I
ASV_947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0	17	0	55	59	8	16	6	0	0	40	1	2	4	0	0	0	0	0	8	100	48	8	0	0	11	0	0
ASV_1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	85	0	0	0	0	0	0	0	0	0	0	18	45	0	2	11	0	6	4	0	3	29	0	10	40	0	0	0	0	3	0	0	5	20	0	0	19	0	9	87
ASV_1134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	108	29	0	14	52	0	0	0	0	6	12	0	0	0	0	5	36	0	5	24	17	8	14	0	30	22
ASV_1368	0	4	1	0	3	3	0	0	0	0	5	1	0	0	3	0	0	7	0	8	0	0	0	0	0	18	0	5	5	0	2	0	16	1	0	1	6	16	9	5	0	5	12	1	5	9	6	7	23	14	0	26	90	3	0	43	30	4	4	2
ASV_1925	3	22	9	1	2	0	0	0	0	0	3	0	0	0	6	0	6	0	1	4	0	0	1	28	0	0	0	1	0	0	12	12	5	65	0	19	18	1	2	6	0	8	12	6	0	11	0	1	12	2	5	20	28	7	27	11	0	17	5	4
ASV_1064	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	10	30	0	4	21	11	9	58	3	16	45	16	18	15	8	14	21	8	9	22	1	10	9	4	0	12	3	4
ASV_1185	1	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	1	3	0	9	0	3	0	0	1	0	0	0	0	5	0	13	34	0	12	13	15	26	12	0	4	36	4	17	4	33	7	9	8	14	19	15	13	6	2	4	11	21	17
ASV_911	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	7	0	1	0	0	2	7	0	0	0	6	3	6	41	0	29	44	16	14	11	3	3	23	2	20	9	0	0	8	14	1	22	3	3	13	12	27	23	4	0
ASV_937	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	2	0	0	1	0	0	0	0	5	0	0	0	0	2	43	14	36	0	7	5	12	29	6	6	16	4	10	3	7	4	6	22	21	20	15	9	10	23	8	0	7	25	3
ASV_840	1	0	4	2	5	0	2	0	0	2	2	4	0	2	0	9	0	0	2	3	0	0	0	0	0	5	0	0	1	0	7	6	14	3	2	2	19	5	6	10	3	5	8	0	11	18	4	34	9	3	3	12	2	8	21	9	18	14	101	0
ASV_931	5	1	5	2	2	0	10	0	0	1	5	0	0	3	0	0	0	1	0	3	0	0	0	5	0	1	18	0	1	3	8	10	7	10	0	19	6	8	6	20	8	14	18	9	15	17	6	19	15	28	21	14	4	8	8	1	0	26	7	2
ASV_1054	6	0	0	1	4	0	0	0	0	0	1	0	0	3	0	13	44	5	1	5	3	6	0	0	0	9	0	0	3	2	8	3	3	1	0	15	5	3	0	18	3	35	6	7	3	4	9	0	11	4	1	29	114	4	3	0	0	2	1	1
ASV_2375	1	13	12	0	1	2	2	2	0	14	7	6	5	16	12	7	0	3	2	6	17	23	1	17	7	3	0	3	17	7	5	10	2	4	1	1	5	1	6	6	8	24	6	4	2	13	1	0	10	7	0	10	0	4	7	37	0	12	1	6
ASV_3015	11	8	14	1	26	23	12	0	1	0	3	8	2	1	10	0	1	31	0	4	1	0	4	1	1	28	4	4	4	5	22	5	2	12	10	3	6	1	0	25	0	10	8	2	2	4	2	16	4	22	7	2	0	0	2	5	0	16	3	0
ASV_929	0	0	5	2	12	0	0	0	0	0	2	0	0	1	4	0	0	13	0	0	5	0	2	0	0	5	0	0	3	3	5	8	5	24	35	6	17	5	3	14	8	2	31	12	47	11	7	2	9	2	4	17	4	5	12	2	34	8	2	1
ASV_1495	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	102	0	0	0	0	0	0	15	0	4	0	7	8	2	0	6	1	7	9	11	0	9	7	2	40	0	0	0	0	13	23	3	5	20	0	5	4	1	2	84
ASV_1802	6	28	37	1	15	0	1	4	0	2	5	0	0	12	8	1	118	15	0	2	2	0	8	10	0	11	0	0	1	6	2	9	0	3	0	2	3	0	1	2	3	0	1	2	8	6	1	5	7	9	0	4	9	3	7	0	7	11	0	0
ASV_1633	3	7	2	2	6	5	0	0	0	2	0	0	3	0	4	1	13	0	1	4	3	0	2	0	0	2	0	5	0	0	4	6	2	16	61	6	12	2	8	13	0	2	1	2	13	10	4	9	18	16	0	13	8	5	16	23	10	14	37	1
ASV_1085	5	66	16	5	24	13	4	1	0	3	0	7	2	4	14	25	0	1	4	14	0	0	3	0	0	8	0	0	7	6	21	18	11	7	0	3	6	1	6	20	3	3	1	5	7	5	0	0	6	3	0	9	2	5	4	0	0	6	2	10
ASV_1151	0	0	9	2	21	0	0	0	0	0	0	0	1	0	2	2	3	1	4	3	1	2	1	0	5	7	7	0	3	5	7	0	5	20	0	3	10	3	21	10	0	3	28	50	7	21	4	0	4	4	1	13	13	7	23	34	0	15	6	4
ASV_2320	2	6	7	11	18	10	18	0	0	3	11	2	5	0	7	15	0	17	12	8	1	4	5	0	0	5	5	0	14	21	5	0	0	7	1	1	9	10	3	21	3	3	8	3	24	7	0	4	7	8	14	5	0	4	3	6	3	21	5	3
ASV_959	0	0	0	0	1	0	0	336	0	1	0	2	0	0	6	0	4	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	3	2	0	1	0	0	5	1	8	1	0	0	0	0	0	0	0	13	2	0	0
ASV_1260	4	105	50	0	1	0	0	1	0	0	1	21	0	21	34	1	5	8	0	9	0	2	5	0	0	18	0	0	3	1	9	11	8	3	0	3	3	2	1	4	5	6	3	23	4	0	2	0	6	0	0	8	0	0	0	2	0	1	0	0
ASV_1287	4	1	2	4	20	0	0	0	0	6	4	13	1	10	15	10	12	2	1	3	5	10	22	1	2	38	52	0	11	16	7	9	1	3	0	1	21	0	3	8	0	17	7	6	4	1	3	3	8	4	0	8	0	0	2	1	0	5	5	2
ASV_847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	30	0	0	44	0	0	6	0	12	14	0	3	93	0	0	0	0	4	42	0	1	31	0	0	0	0	0	109
ASV_849	2	2	3	5	6	0	0	0	0	1	2	0	0	4	3	0	1	5	1	2	0	0	3	0	1	4	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	6	0	0	0	0	4	0	0	3	0	2	4	2	0	0	0	1	321	1
ASV_1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	14	1	10	0	6	5	25	5	11	13	51	9	4	0	16	27	52	3	1	5	9	2	0	6	6	60	14	8	7
ASV_1316	1	0	6	0	3	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	329	0	0	0	0	1	0	18	0	0	0	0	0	2	0	0	1	3	4	3	0	0	2	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0
ASV_2323	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	3	1	0	1	0	0	1	0	0	5	0	0	0	0	25	24	2	10	0	6	9	64	12	21	30	6	12	1	6	12	3	2	7	44	1	4	12	4	14	5	0	21	6	0
ASV_879	4	10	0	1	4	6	2	0	0	3	0	0	0	2	3	6	1	4	7	5	0	1	2	0	0	9	0	0	4	0	26	2	19	35	0	11	20	5	4	18	10	5	14	0	5	21	1	1	30	3	0	15	0	2	17	15	7	26	3	4
ASV_898	0	0	2	0	8	0	0	8	0	0	2	0	0	9	4	0	295	11	0	6	0	0	5	0	0	29	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ASV_1432	1	0	0	0	0	0	3	1	0	3	2	4	0	0	2	1	1	0	1	2	0	0	0	0	0	7	2	0	0	0	8	2	2	6	0	2	9	22	30	28	13	26	19	0	1	24	7	12	18	14	35	5	0	0	9	10	9	15	16	19
ASV_2403	1	40	6	2	11	0	10	45	0	3	0	8	0	17	2	2	2	12	0	1	2	0	4	2	0	8	7	1	3	1	6	13	3	9	0	0	3	2	9	9	2	11	4	1	1	7	3	14	5	2	21	12	6	5	13	1	0	2	36	1
ASV_1018	4	2	4	5	1	1	0	0	0	4	10	13	2	3	18	6	1	9	4	12	11	0	2	25	4	20	18	0	3	23	4	0	4	9	0	16	3	6	1	4	0	7	1	2	12	5	1	13	4	8	0	5	31	4	7	1	27	10	0	0
ASV_1124	1	0	2	0	3	0	0	0	0	0	3	0	0	0	0	4	0	1	1	3	9	0	2	0	0	1	7	0	4	2	5	5	1	12	6	1	2	2	7	19	4	6	2	0	0	5	10	16	12	9	2	7	3	5	3	6	9	6	175	7
ASV_1165	0	2	2	0	3	0	0	2	0	0	0	78	0	6	7	26	0	11	3	1	12	3	0	0	0	1	5	0	10	16	2	0	0	3	0	0	3	5	1	12	1	11	26	3	0	63	0	49	2	10	2	3	0	0	1	0	0	5	0	0
ASV_932	1	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	3	0	2	14	0	1	4	0	0	6	8	1	5	9	0	8	8	20	10	7	0	22	6	9	46	6	5	54	22	2	0	17	6	5	0	4	0	5	2	8
ASV_1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	31	0	0	6	0	6	41	4	11	15	3	0	0	7	42	23	5	28	34	1	32	21	2	5	28	7	6	0
ASV_1542	0	0	0	0	0	9	4	0	0	1	0	0	0	0	0	0	5	6	0	0	1	0	0	0	2	3	0	152	0	35	0	0	17	21	2	7	1	0	0	0	1	0	2	2	1	3	0	0	0	6	0	6	3	0	14	8	6	0	69	2
ASV_1862	8	7	0	11	5	1	11	0	13	6	1	6	16	6	0	13	0	0	41	7	14	4	2	83	6	0	50	2	2	34	2	0	0	0	0	0	0	6	5	5	0	0	3	0	0	12	1	0	0	2	0	2	0	0	2	0	0	0	0	0
ASV_2913	1	52	1	0	25	0	0	1	0	0	8	0	0	12	9	0	9	17	0	31	8	0	3	0	0	40	0	1	6	10	0	10	13	3	54	0	6	0	0	0	1	3	0	10	0	1	0	0	3	4	13	1	2	4	4	5	9	5	4	0
ASV_923	1	55	0	9	2	0	2	1	0	3	4	0	0	15	25	31	4	19	3	2	2	7	1	13	1	11	5	0	46	3	3	0	15	6	0	1	0	5	9	6	0	3	1	1	0	2	20	12	3	4	8	2	13	6	1	2	0	0	1	0
ASV_1038	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	10	5	5	7	4	18	100	13	28	0	1	42	39	15	2	0	0	5	3	0	9	7	7	2	14	0	9	37	0
ASV_1043	0	1	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	15	7	0	0	1	0	0	0	0	0	0	1	12	4	7	10	5	9	1	16	20	11	0	0	21	3	6	9	3	18	5	9	41	5	2	2	10	3	0	27	92	1
ASV_1524	20	0	14	1	0	0	10	0	0	0	1	0	0	7	0	7	0	7	0	5	0	0	2	0	0	1	1	0	2	4	15	0	16	13	1	28	4	7	6	8	0	3	15	0	1	18	4	2	12	13	0	9	25	10	4	5	0	15	65	7
ASV_1588	2	0	5	5	0	0	0	22	0	5	0	0	0	4	8	1	2	2	1	2	2	0	1	0	0	2	4	0	0	3	8	4	11	11	0	17	14	6	17	20	25	8	3	4	6	25	1	9	5	6	9	27	2	4	9	10	21	35	0	0
ASV_1290	13	1	0	0	7	0	0	0	0	1	2	0	0	3	10	0	0	2	0	0	247	4	3	0	0	0	4	2	2	0	6	0	1	2	0	0	0	9	5	8	0	2	3	0	1	10	2	3	1	3	3	3	1	2	0	0	0	10	10	1
ASV_1389	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	6	28	0	0	1	12	0	33	5	0	8	16	0	2	0	0	66	23	1	0	0	3	34	5	1	3	15	0	12	7	0	45	28
ASV_1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	34	0	0	0	0	0	0	0	0	0	0	19	24	0	0	10	0	13	13	0	13	14	0	6	82	0	0	0	0	20	6	0	8	34	0	3	33	0	1	52
ASV_1558	0	0	7	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	0	63	0	0	0	0	1	0	1	15	0	2	28	30	1	20	37	0	4	8	0	6	12	0	18	19	1	2	0	3	6	27	0	2	16	0	2	11	0	3	24
ASV_1502	5	8	6	12	29	8	21	0	11	4	4	0	5	5	3	13	26	20	14	11	16	24	6	0	1	24	0	0	1	6	0	0	0	3	0	0	1	0	14	3	0	5	0	3	0	5	0	0	4	0	8	0	0	2	0	0	49	5	1	0
ASV_2391	9	2	3	34	0	19	0	0	1	2	0	2	0	1	0	1	5	7	3	1	6	2	3	0	0	4	0	0	0	0	4	5	3	13	0	4	1	26	12	7	14	9	12	5	11	10	1	10	10	3	2	12	6	8	13	42	0	21	12	5
ASV_2562	2	5	14	3	11	0	3	0	0	0	2	6	2	20	8	0	1	8	0	8	0	5	3	7	0	10	1	0	0	1	9	7	0	7	0	5	8	17	3	10	0	5	15	13	2	8	4	10	26	4	1	33	5	5	5	21	1	28	12	2
ASV_1206	3	0	11	0	1	0	0	0	0	0	3	1	0	5	7	0	6	1	0	4	0	0	8	0	0	4	0	0	2	0	10	35	1	43	0	35	7	13	22	4	9	7	12	6	12	7	0	0	13	14	1	9	7	6	28	3	2	8	5	10
ASV_965	0	0	1	0	7	8	0	225	0	0	6	7	0	0	9	0	10	12	0	1	16	0	1	0	0	5	6	0	3	0	3	0	0	5	0	0	0	3	1	1	0	0	0	0	0	2	21	3	0	11	4	1	0	0	1	0	0	7	3	2
ASV_1258	44	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	43	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1560	3	1	17	2	68	12	1	1	3	0	1	14	1	21	5	0	13	9	5	10	2	2	4	0	0	8	10	2	8	12	3	0	0	9	3	6	5	5	10	9	11	6	14	5	0	6	0	1	8	11	5	1	1	0	1	6	13	2	8	0
ASV_2912	0	0	4	4	0	1	3	2	3	3	0	1	2	6	0	29	0	5	174	1	78	12	19	0	7	0	17	0	0	0	0	0	8	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_1921	2	9	11	3	5	24	2	0	0	0	1	0	0	10	0	0	11	7	0	1	0	0	2	39	0	6	0	0	0	0	1	10	7	9	0	4	38	14	17	11	1	5	5	3	2	7	8	15	8	7	1	23	4	8	11	2	5	15	8	1
ASV_2808	0	23	6	0	50	0	0	0	2	0	35	6	0	18	13	0	6	67	0	17	4	0	12	0	0	99	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	2	0	0	0	0	0	2	0	5	1	0	0
ASV_1213	0	0	0	0	0	0	0	16	0	0	3	10	0	0	0	0	0	29	0	1	49	0	0	0	0	0	0	0	0	0	0	25	27	0	0	55	0	15	7	0	9	8	0	3	32	0	0	0	0	6	8	0	0	17	0	3	26	0	3	30
ASV_1585	1	13	2	0	3	0	0	0	0	1	1	0	5	7	2	1	3	3	6	3	0	2	2	0	0	0	1	0	4	1	17	2	6	17	0	9	6	16	19	26	16	12	12	22	9	10	6	19	13	14	1	17	4	8	7	0	0	27	4	2
ASV_3063	2	0	30	0	15	3	4	11	19	0	15	27	0	22	32	0	0	12	2	8	1	0	3	2	10	4	0	0	14	0	2	6	16	1	0	13	2	0	1	7	1	12	2	0	8	10	6	15	1	0	0	1	1	5	2	1	5	16	12	0
ASV_979	0	0	18	0	2	0	3	84	0	0	0	2	0	1	12	3	2	3	0	4	0	0	2	9	1	5	0	0	3	4	2	17	7	0	1	10	1	48	6	3	2	2	6	2	8	3	11	37	3	2	1	1	4	2	11	7	0	16	8	3
ASV_1938	1	0	11	6	0	5	2	0	0	2	7	20	0	0	4	0	0	4	7	5	0	5	3	8	0	5	5	0	0	8	13	8	5	20	0	4	7	7	7	4	0	9	10	8	9	13	8	5	6	8	17	9	4	2	22	2	0	40	26	0
ASV_989	1	0	1	1	2	0	0	0	0	0	6	0	0	16	17	6	0	1	1	6	0	1	0	0	0	3	4	0	4	1	4	4	16	6	0	3	7	9	11	4	5	3	25	40	7	42	28	2	12	13	8	3	12	0	5	25	0	15	0	0
ASV_1118	41	1	3	6	2	1	9	0	0	6	0	5	1	0	0	19	0	1	1	0	3	7	0	0	0	3	0	0	0	0	46	6	1	6	0	14	18	9	3	20	11	4	24	14	5	12	0	22	5	4	13	12	3	0	8	5	0	2	3	0
ASV_1304	0	0	0	0	30	30	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	5	13	11	0	13	6	0	1	15	0	13	5	1	10	7	16	42	19	1	4	5	4	10	13	7	48	1	1	40
ASV_871	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	2	0	1	2	41	10	0	0	0	0	0	0	0	0	1	3	18	3	6	0	3	1	56	201	2	8	1
ASV_974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	63	0	0	32	0	0	57	0	0	1	0	0	14	0	0	107	0	0	74	0	2	9	0	0
ASV_1088	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	11	0	0	5	0	5	8	27	1	10	17	2	18	14	31	17	23	87	38	1	2	3	3	9	5	15	5	0
ASV_1117	0	4	12	0	1	0	0	264	0	0	5	5	0	5	2	0	1	12	0	13	0	0	11	0	0	27	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	4	1	0	2	0
ASV_1292	0	63	2	0	0	0	1	2	0	0	0	0	0	0	1	0	16	4	0	0	0	0	0	0	0	2	0	0	2	0	1	17	9	0	0	50	4	2	1	1	9	41	0	16	19	1	2	0	0	7	0	1	4	38	0	0	8	1	3	50
ASV_1427	0	0	0	0	2	15	7	0	1	0	0	20	1	3	3	1	0	1	3	1	0	0	1	0	0	1	0	0	1	0	12	4	21	0	0	26	0	3	5	10	1	0	7	8	0	9	27	36	2	26	29	1	2	3	14	8	32	6	25	0
ASV_1882	21	1	7	22	9	0	17	0	0	7	1	2	4	2	0	0	1	24	5	5	0	9	2	0	5	8	1	0	7	1	1	4	3	7	0	2	4	14	1	14	5	16	14	6	2	4	12	3	4	11	0	14	10	5	7	3	0	12	34	5
ASV_1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	60	49	0	0	9	0	3	14	0	9	22	0	25	45	0	0	0	0	23	17	0	13	17	0	1	26	0	3	25
ASV_1060	0	1	1	0	1	0	0	0	0	0	3	0	0	2	5	0	0	5	0	2	0	0	4	0	0	10	0	0	2	0	6	17	6	19	25	17	9	13	19	6	0	17	6	6	6	9	8	4	9	4	2	21	2	13	5	29	1	19	42	1
ASV_1300	0	29	2	2	2	0	3	0	0	2	0	8	0	2	3	8	0	1	3	1	0	0	0	0	0	3	1	0	4	0	0	2	0	7	5	0	8	7	5	4	0	1	7	6	0	0	0	0	1	5	1	7	1	9	13	2	0	4	208	0
ASV_1775	3	39	2	5	10	0	2	0	0	4	10	0	0	8	3	1	17	16	0	3	5	1	0	0	2	11	1	1	6	1	0	5	24	3	1	7	2	4	5	7	14	5	6	0	1	7	2	0	11	6	0	17	29	7	7	10	21	21	4	0
ASV_918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	56	51	0	0	40	0	13	4	0	6	5	0	18	50	0	0	0	2	7	12	0	7	34	0	0	0	0	0	61
ASV_966	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	5	11	2	39	17	15	20	18	28	11	0	3	12	2	11	6	7	3	28	5	13	21	14	20	30	8	0	9	0	10
ASV_991	0	26	0	0	1	0	0	0	0	0	0	2	1	0	0	4	2	1	0	0	2	0	0	0	0	2	3	0	4	1	15	5	3	12	0	3	4	1	34	7	11	2	12	1	0	14	18	2	10	3	6	51	18	7	21	11	0	18	17	22
ASV_1002	3	0	2	2	0	0	5	55	3	13	5	41	5	11	12	3	25	8	14	10	6	2	1	0	6	35	13	0	4	9	1	1	11	0	0	0	0	27	0	1	8	18	0	0	0	0	0	3	4	0	3	0	0	2	0	3	0	0	0	1
ASV_1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	4	22	20	7	6	2	1	19	8	10	2	2	8	1	2	6	12	34	11	6	1	6	19	3	1	6	0	9	141	2
ASV_1776	2	0	0	0	1	0	0	6	0	0	4	12	0	0	7	2	0	10	12	15	104	1	30	2	1	1	1	0	97	1	0	0	0	0	14	0	0	1	1	0	10	1	0	0	1	0	0	0	0	0	0	0	1	31	0	0	5	0	0	2
ASV_2532	0	3	1	0	7	0	0	1	0	0	0	0	0	11	3	0	1	7	1	1	0	0	7	1	0	5	1	0	1	3	2	38	7	13	90	3	6	8	6	10	16	12	4	0	2	5	3	14	3	14	0	6	7	2	2	2	6	7	34	0
ASV_1309	4	3	6	2	2	0	0	1	0	2	2	0	5	22	22	7	16	7	3	14	3	3	6	0	0	7	0	3	9	15	12	3	0	22	0	1	7	6	5	22	10	2	15	3	1	21	1	1	13	13	3	15	2	3	4	2	0	19	5	0
ASV_1757	0	1	4	0	12	3	0	0	0	0	1	0	0	0	5	0	0	8	3	8	0	19	10	25	2	33	15	0	104	22	2	9	1	8	1	1	5	1	1	6	0	1	2	9	0	3	4	2	3	2	0	8	0	1	12	6	0	3	9	0
ASV_2388	2	0	0	1	0	0	1	5	4	0	0	3	4	0	2	17	0	1	17	2	24	1	1	0	0	0	0	13	3	0	0	13	4	2	7	63	2	9	6	0	7	9	2	1	27	10	1	0	0	8	19	2	1	27	0	7	12	1	6	27
ASV_956	1	0	1	2	6	1	1	0	5	3	0	0	2	5	1	1	1	7	1	7	1	5	13	5	0	4	8	0	8	1	4	3	18	41	0	2	9	19	17	12	0	1	8	1	15	20	6	10	7	5	11	16	3	10	9	0	0	28	4	5
ASV_1271	1	0	5	1	49	69	3	0	61	1	1	23	1	7	7	0	0	2	0	1	2	6	10	9	0	12	3	0	2	16	1	0	0	9	0	0	8	5	4	4	0	4	3	0	0	3	0	0	1	2	0	18	0	1	2	11	0	5	0	0
ASV_1442	0	0	27	0	8	4	1	0	2	0	6	0	0	0	1	0	32	18	0	1	2	0	1	0	0	11	1	0	11	5	4	2	14	5	1	28	10	9	10	5	12	23	2	3	4	1	0	17	7	27	14	4	3	8	10	2	0	5	9	3
ASV_930	0	14	4	0	0	0	0	0	20	0	1	0	0	1	0	0	2	11	0	2	0	0	1	0	0	188	0	0	1	0	8	3	1	7	0	2	0	1	1	7	19	11	1	0	20	2	0	0	16	0	7	8	0	0	8	0	0	4	2	0
ASV_1164	1	84	2	2	3	0	6	0	0	5	1	0	3	24	16	19	14	34	21	1	1	6	0	0	0	4	3	2	9	5	0	0	1	2	0	0	7	3	3	7	0	0	22	0	0	8	5	1	15	0	3	2	0	3	5	0	9	5	2	3
ASV_1333	7	1	2	0	1	0	1	0	0	0	1	1	0	0	2	0	14	0	1	3	0	0	0	0	0	1	0	1	3	0	3	4	0	0	0	16	1	28	6	2	2	1	3	2	2	5	0	0	56	11	1	20	51	6	0	3	31	4	73	2
ASV_1514	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	13	1	0	0	0	0	5	4	0	6	1	0	1	0	42	27	0	0	50	1	3	0	0	2	1	0	115	46	0	0	0	0	1	3	0	0	4	0	3	0	0	10	28
ASV_2191	4	14	2	2	8	0	0	0	0	1	4	0	3	2	0	0	12	1	0	5	3	0	1	0	0	10	0	4	0	0	14	7	11	20	0	8	7	5	3	15	0	2	59	0	5	17	1	6	20	8	2	29	6	6	18	6	0	12	8	1
ASV_1157	0	0	0	0	20	0	0	1	0	0	1	22	0	21	0	0	1	0	0	10	0	0	3	7	1	3	0	6	0	4	27	13	45	2	0	1	1	4	0	37	11	11	2	4	1	1	5	0	9	68	5	0	3	5	0	0	0	2	2	12
ASV_1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	128	0	44	29	0	1	5	3	32	66	0	0	0	0	6	2	0	12	10	0	0	0	0	0	0	3	1	0
ASV_1406	7	2	5	10	54	0	2	1	0	5	2	0	1	19	6	11	0	3	8	4	5	0	0	0	0	11	3	9	2	4	7	1	3	16	0	0	7	1	8	43	2	4	9	0	8	5	0	0	10	0	13	26	1	9	13	2	0	8	0	1
ASV_886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	86	0	0	138	19	0	2	0	0	0	1	0	29	1	0	1	0	0	6	0	0	56	2	0	18	0	0	7	4
ASV_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	16	16	3	0	19	3	19	24	0	5	90	2	23	21	4	21	10	11	1	24	4	20	11	1	4	0	4	1	0
ASV_1377	0	4	3	0	23	0	0	0	0	0	8	3	0	1	7	0	0	32	0	3	2	0	8	4	0	42	0	5	1	1	12	9	3	24	2	8	4	5	6	10	0	6	7	0	3	2	28	8	8	7	3	16	8	15	3	11	2	2	9	2
ASV_1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	15	25	2	8	12	12	14	2	0	16	86	0	21	0	2	7	0	0	8	1	13	22	10	6	50	3	5	9	13	1
ASV_2573	1	0	1	0	1	1	0	0	5	0	0	1	0	1	5	8	0	5	37	0	76	54	21	5	0	0	11	1	0	2	0	5	6	0	9	9	0	3	0	0	22	11	0	7	18	0	0	0	0	6	0	0	1	14	0	0	9	0	14	0
ASV_1078	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	1	0	1	0	0	1	26	13	0	9	14	4	12	9	0	20	29	0	6	57	2	0	0	3	14	13	3	17	19	2	1	4	0	1	62
ASV_1363	1	3	4	2	1	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	2	2	0	4	0	1	0	0	2	9	15	3	20	28	0	35	9	12	15	6	0	2	6	1	8	11	8	4	2	15	11	15	13	15	18	14	11	0	15	20
